source,source_place_id,name,region,sigungu,category,description,road_address,lot_address,latitude,longitude,phone,website_url,image_url,duration_minutes,indoor,rain_ok,family_friendly,parking_available,wheelchair_accessible,pet_friendly,requires_reservation,price_min,price_max,status,public_transport_score,source_url,source_updated_at,last_verified_at,license,quality_status
tourapi,1621334,금남로,광주,동구,관광지,"전남광주통합특별시 동구에 있는 2.3㎞의 길로 금남로 1~5가로 이루어져 있다. 이중 금남로 1가의 옛 전남도청에서 옛 광주 은행 사거리 518m는 5·18 광주민주화운동 등 한국 현대사의 역사를 간직한 곳으로 2011년 8월 30일 광주시에 의하여 ‘유네스코 민주인권로’로 지정되었다. 금남로는 광주시민이 계엄군에 맞서 5·18 민중항쟁 기간 중 연일 격렬하게 저항했던 항쟁의 거리다. 5월 18일 가톨릭센터 앞에서 최초의 학생 연좌시위가 있었으며 5월 19일부터 수많은 시민들이 끊임없이 모여들어 투쟁의지를 불태웠다. 5월 20일 저녁에는 택시를 중심으로 100대 이상의 각종 차량이 참가한 대규모 시위가 있었다. 21일 계엄군의 집단 발포 전까지 30여 만 광주시민이 매일 운집, 군사독재 저지와 민주화를 촉구했던 금남로는 5·18 민중 항쟁을 상징하는 거리다. 이후에도 항쟁의 진실을 밝히려는 투쟁이 이 거리를 중심으로 전개되었고, 가톨릭센터에서는 민주화를 위한 시민 집회가 계속 열렸다. 지금도 광주에서 진행되는 행사나 집회, 축제 등은 모두 금남로를 거쳐 옛 전남도청(현 국립아시아문화전당)으로 향한다.",전남광주통합특별시 동구 금남로 일대 (금남로5가),,35.1538517467,126.9106747413,전남광주통합특별시 동구청 관광진흥과 062-613-3633,,http://tong.visitkorea.or.kr/cms/resource/73/3459973_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,127356,너릿재공원,광주,동구,관광지,"너릿재공원은 전남광주통합특별시와 화순 경계선에 있는 공원으로 너릿재 옛길과 유아숲이 함께 있는 곳이다. 너릿재 옛길은 1971년 너릿재 터널이 뚫리기 전까지 아주 오래전부터 전남광주통합특별시와 화순을 잇는 연결도로로 2011년 4월부터 벚꽃길 조성, 배수로 정비, 사면정비, 차량통제, 순환산책로 조성, 편의시설 설치 등 환경을 훼손하지 않고 쾌적한 너릿재 명품숲길로 2012년 7월 재탄생하였다. 벚꽃과 수목이 울창한 치유의 숲으로 가족이 산책하기에 적합한 휴식공간이다. 또한 너릿재 유아숲은 도시의 어린이들이 계절별 자연의 변화를 몸소 체험하고 숲 교육을 통해 정신적, 신체적으로 건강하게 자랄 수 있도록 열린 체험 공간을 조성한 곳으로 숲 속 연못, 곤충 관찰대, 외줄 타기 체험장, 트리하우스 등 다양한 체험 시설과 휴식공간으로 구성되어 있다.",전남광주통합특별시 동구 남문로 48-8 (선교동),,35.0803774303,126.9535616807,화순군 관광기획팀 061-379-3501,https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=1284&category=003&searchCondition=&searchKeyword=&pageIndex=2,http://tong.visitkorea.or.kr/cms/resource/10/3366810_image2_1.jpg,90,False,False,True,True,,,,,,active,0.5,https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=1284&category=003&searchCondition=&searchKeyword=&pageIndex=2,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2470068,녹색에너지체험관 (광주전남지역본부),광주,북구,관광지,"세계는 지금 기후변화로 상징되는 환경위기와 고유가로 대표되는 자원위기에 동시에 직면하고 있다. 기후변화 문제는 연이은 기상재해를 유발하여 생태계 질서를 근본적으로 뒤흔들며 인류의 생존을 위협하고, 자원고갈로 인한 에너지 가격 급등과 화석연료 사용으로 인한 지구 온난화는 우리 경제와 환경을 동시에 위협하고 있다. 우리나라는 이산화탄소 배출 세계 7위(IEA, 2018 기준)이며, 세계 9위의 에너지 소비 수입국으로 우리나라 공급에너지의 94%를 해외 수입에 의존하고 있기 때문에 에너지절약은 반드시 추진해야 하는 시대적 과제이다. 이에 발맞춰 녹색에너지체험관은 에너지절약이 왜 필요한지, 생활 속에서 실천할 수 있는 에너지절약은 무엇인지를 쉽게 이해하고 배울 수 있는 체험관이며, 화석에너지, 환경에너지, 신재생에너지 등 녹색에너지를 소개한다. 녹색에너지체험관은 에너지 접속존, 화석에너지와 기후변화, 에너지를 지켜라 존, 희망의 에너지 아크존, 유쾌한 녹색도시 존, LED 전시관으로 구성되어 있다.",전남광주통합특별시 북구 첨단과기로 123,,35.2274311559,126.8416345612,062-602-0001,https://dco.energy.or.kr/green/,http://tong.visitkorea.or.kr/cms/resource/88/3040988_image2_1.jpg,90,False,False,True,True,,,,,,active,0.5,https://dco.energy.or.kr/green/,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,2614773,덕산너덜 (무등산권 국가지질공원),광주,북구,관광지,"너덜은 너덜겅으로도 불리며 돌이 많이 흩어져 있는 비탈을 의미하는 순수한 우리말로, 중생대 백악기 후기(약 8,700~8,500만 년 전)에 생성된 주상절리대가 풍화되어 쪼개져 지금의 너덜이 되었다. 덕산너덜은 무등산 최대의 너덜로 길이 600m, 최대 폭 250m 규모로 펼쳐져 있으며 지공너덜과 함께 무등산의 대표적인 너덜이다.",전남광주통합특별시 북구 무등로 1550 (금곡동),,35.1441458348,126.9890013959,수목원정원사업소 지질공원과 062-613-7853,http://geopark.gwangju.go.kr/gallery.do?S=S01&M=010301000000&b_code=0000000007&v_type=SK3&b_list=16&mod=view&list_no=26&nPage=1&vlist_no_npage=0&keyField=&keyWord=&orderby=REG_DATE,http://tong.visitkorea.or.kr/cms/resource/17/2917917_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,http://geopark.gwangju.go.kr/gallery.do?S=S01&M=010301000000&b_code=0000000007&v_type=SK3&b_list=16&mod=view&list_no=26&nPage=1&vlist_no_npage=0&keyField=&keyWord=&orderby=REG_DATE,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,1620893,도림사(광주),광주,광산구,관광지,"도림사는 전남광주통합특별시 광산구 도림마을 입구에 있으며 노사 기정진(1798~1879), 난와 오계수(1843~1915), 후석 오준선(1851~1931)을 모신 사우이다. 기정진은 고종 3년(1866) 병인양요가 일어나자 병인소를 올려 외적을 방비하는 대책을 건의하였고, 위정척사사상의 기초를 마련하였다. 오계수는 기정진의 제자로 을미사변 후 일어난 을미의병에 참여하였다. 1910년 한일병합 이후 가마마을 뒤쪽 산에 있는 영사재에서 은거하면서 학문을 연구하였다. 오준선도 기정진의 제자로, 한일병합 이후 용진산에 들어가 용진정사를 세우고 성리학을 연구하면서 후진을 양성하였다. 1934년 나주오씨 문중과 오계수, 오준선의 후학들이 오계수, 오준선과 기정진을 기리기 위하여 도림사를 세웠다. 도림마을은 오계수와 오준선이 태어난 곳이며, 나주오씨 문중의 집성촌이다.",전남광주통합특별시 광산구 도림하길 33 (도덕동),,35.1666995405,126.7007374404,062-940-8225,https://www.grandculture.net/gwangju/toc/GC60001435,http://tong.visitkorea.or.kr/cms/resource/40/3366540_image2_1.jpg,90,False,False,False,False,,,,,,active,0.5,https://www.grandculture.net/gwangju/toc/GC60001435,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,1621168,고싸움놀이전수교육관,광주,남구,문화·예술,"고싸움놀이전수교육관은 고싸움놀이 무형문화재 전수교육과 체험을 하며 궁극적으로는 고싸움놀이를 보존하기 위한 곳이다. 매년 국가 무형 유산 공개행사 ‘고싸움놀이축제’를 통하여 고싸움놀이가 지닌 고유한 멋과 즐거움을 일반 시민에게 전수, 보존하는데 힘쓰고 있다. 또한 체험과 교육 등의 다양한 프로그램을 연중 실시하여 우리 전통문화예술에 대한 사회적 향유 기회를 제공하고 있다. (출처 : 고싸움놀이전수교육관 홈페이지)",전남광주통합특별시 남구 고싸움로 2,,35.0697294541,126.8375388610,,http://www.gossaum.com/,http://tong.visitkorea.or.kr/cms/resource/87/3367587_image2_1.jpg,90,True,True,True,True,,,,,,active,0.5,http://www.gossaum.com/,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,130032,광산문화원,광주,광산구,문화·예술,"광산문화원은 1965년 2월 25일 창립된 역사와 전통을 자랑하는 문화원이다. 전남광주통합특별시 광산구는 지역의 역사와 궤를 같이하고 있을 뿐만 아니라 천혜의 경관으로 도시와 농촌이 잘 어우러진 아름다운 곳이다. 3개 층의 생활문화센터는 1층에 카페테리아, 갤러리, 아트숍이 2층에는 작은 도서실, 동아리실, 세미나실, 연습공간이 있고 3층은 공연장이다. 생활문화센터는 문화예술 활동을 지역사회로 연결하고 지역생활문화를 만들어나가는 커뮤니티 공간이다. 광산문화원은 문학제, 미술제, 향토문화제 사업 등을 진행하고 있으며, 이외에도 문화강좌, 동아리 활동 프로그램을 운영하고 있다.",전남광주통합특별시 광산구 상무대로 265,,35.1424455318,126.7951296891,,http://gjgwangsan.kccf.or.kr,http://tong.visitkorea.or.kr/cms/resource/02/3366502_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,http://gjgwangsan.kccf.or.kr,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,130391,광주 동구문화원,광주,동구,문화·예술,"지방 문화원 진흥 법에 의하여 1997년 8월 개원한 순수 민간 문화단체로 전통문화를 계승, 보존하고 지역 문화 사회 계발 및 향토문화 진흥을 목적으로 설립된 비영리 특별법인이다. 현재 ‘향토문화 알고, 찾고, 가꾸기’를 가치로 하여 전통문화의 파수꾼으로서의 역할을 수행하고 있다. 또 이를 기반으로 한민족의 우수한 문화와 현대 문화를 창달, 보존, 전승, 발전시키는 것을 주된 목적으로 하고 있다. 전남광주통합특별시 동구문화원에서는 향토 사료의 수집, 보존, 발표 및 민족 문화 정체성 확립, 지역 주민 자긍심 및 애향심 고취시키기 위해 지역(향토) 문화 조사, 연구 사업을 진행하고 있다. 또한 우리 문화의 세계화, 관광 및 문화 산업 창출을 모색하는 지역 축제 개발, 육성 사업을 하고 있으며 그 밖에 지역 주민 문화 의식 함양 사업과 지역 환경 보존 등 지역사회 발전을 위한 문화 활동을 펼치고 있다.",전남광주통합특별시 동구 예술길 18-1,,35.1501189620,126.9181741721,,http://gjdonggu.kccf.or.kr,http://tong.visitkorea.or.kr/cms/resource/81/3367381_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,http://gjdonggu.kccf.or.kr,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,130208,광주 북구문화원,광주,북구,문화·예술,"예로부터 전남광주통합특별시는 예향, 미향, 의향이라 불렸으며, 지금 전남광주통합특별시에서는 예향 전남광주통합특별시를 명실상부한 아시아문화중심도시로 만들기 위해 문화수도 조성사업을 통해 문화산업 인프라가 대폭 확대되고 있다. 북구는 전남광주통합특별시에서 가장 많은 인구와 넓은 면적을 가지고 있으며, 전남광주통합특별시의 역사와 문화를 촘촘히 새겨 놓은 전남광주통합특별시 역사문화의 생생한 지도라고 할 수 있다. 전남광주통합특별시의 역사와 전통을 바탕으로 출범한 광주북구문화원은 매년 음력 삼월 삼지 날 화전 부치기와 민속놀이 경연, 무드리국악경연대회, 가족사랑 그리기 글쓰기대회, 민속놀이 체험마당, 문화역사유적지 탐방, 가족단위의 창작(애송) 시 낭송대회 등 다양한 장르의 참여형 문화 행사를 개최하여 지역주민의 삶의 질을 향상하고 문화향수를 고양하기 위해 최선의 노력을 다하고 있다.",전남광주통합특별시 북구 향토문화로 65 (중흥동),,35.1728940911,126.9136656663,,http://gjbukgu.or.kr/,http://tong.visitkorea.or.kr/cms/resource/01/3421301_image2_1.jpg,90,True,True,True,True,,,,,,active,0.5,http://gjbukgu.or.kr/,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,130808,광주 송정다가치문화도서관,광주,광산구,문화·예술,전남광주통합특별시 광산구에 있는 교육청 산하의 평생교육기관이자 공공도서관이다. 지역 주민들에게 정보를 제공하고 다양한 연령의 도서관 이용자들에게 평생교육 기관으로서의 역할을 충실히 수행하고 있다. 체계적인 독서 및 정보서비스 제공과 더불어 모든 학생들이 다문화사회에 적응하며 미래사회를 주도적으로 살아갈 수 있도록 노력한다.,전남광주통합특별시 광산구 송정공원로 8-13,,35.1449147758,126.7998069918,,https://lib.gen.go.kr/songjung/,http://tong.visitkorea.or.kr/cms/resource/27/1587327_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://lib.gen.go.kr/songjung/,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2733545,광주 전통문화관,광주,동구,문화·예술,"전통문화관은 전남광주통합특별시의 자랑스러운 전통문화를 보존 및 전수하는 법고창신(法古創新)의 공간이자 함께 만들고 배우는 창작공방(創作工房)이다. 무등산 국립공원 초입에 위치한 전통문화관은 2012년 전통한옥 무송원(撫松院)을 이설 및 복원해 조성하고, 무형문화유산 작품전시관과 전수실 및 서석당, 입석당, 너덜마당 등의 문화공간이 있다. 시민 누구나 즐길 수 있는 주말상설공연인 토요상설공연과 무등풍류뎐, 무형문화재 대시 민 교육인 전통문화예술강좌, 내외국인 관광객 및 청소년을 위한 전통문화예술체험, 공예 및 전통음식 체험 등의 친환경적 프로그램, 그리고 무등산 문화자원을 기반으로 한 특별기획프로그램과 무등산권 활성화를 위한 10월의 무등울림 축제를 진행하고 있다. 아름답고 넉넉한 무등의 품속에서 우리의 옛것을 보고 배우며 즐길 수 있는 전통문화관이다.",전남광주통합특별시 동구 의재로 222,,35.1336797291,126.9523771168,,http://www.gtcc.or.kr/,http://tong.visitkorea.or.kr/cms/resource/46/2733546_image2_1.jpg,90,True,True,True,True,,,,,,active,0.5,http://www.gtcc.or.kr/,2026-06-30T21:27:26+00:00,,Type3,draft
