source,source_place_id,hashtags,nature,culture,art,food,activity,sports,healing,festival,semantic_text,taxonomy_version,labeling_method,labeling_confidence,labeling_evidence,reviewed_at
gwangju_tour,history.cs:1268,#역사|#근대문화|#야경,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,"광주 3.1 만세운동 기념비 광주는 일제강점기 시절 광주학생운동을 시작으로 다양한 독립운동이 펼쳐진 고장이다. 이러한 고장에서 3·1 만세운동이 벌어진 것은 당연한 결과이다. 이러한 광주지역의 3·1 만세운동을 기념하고 당시의 넋을 기리기 위해 만들어진 것이 “광주 3.1 만세운동 기념비”이다. 1995년 5월 10일에 건립한 이 기념비는 양림동 256번지 수피아여고 후문 안에 자리 잡고 있다. 앞면에는 ""광주 3·1 만세운동 기념""이라고 새겨져 있고, 뒷면은 1919년 3월 10일 광주 3·1 만세운동에 앞장섰기 때문에 옥고를 치른 수피아 학생들의 이름을 새겨 길이 기념하고자 했다. * 당시의 넋을 기리는 기념비의 추모시 * 기념비에는 박순애, 이태옥, 김양순, 윤혈녀, 김덕순, 조옥희, 이금봉, 하영자, 강화선, 이라혈, 최수향, 김만순, 홍순해 등 23명의 명단이 새겨져 있으며, 옆면은 ""역사의 별이 되어"" 라는 추모시가 다음과 같이 새겨져 있다.천추에 이름 석자 누구나 남기는가, 기미년 3·1 운동 선두에 서서 구국의 일념으로 충성을 맹세하고 태극기 앞에 두고서 독립만세를 외쳤네. 일제의 총칼 앞에 나라가 침탈 당하자 자유 없는 속박에서 사느니보다 사슬을 끊기 위해 목숨 걸고 싸웠네. 모진 고문을 당하여도 이겨낸 고결한 애국 얼이 역사의 별이 되어 무궁토록 빛나네. * 규 모: 넓이 4㎡ 길이 7m * 형 상: 3·1 운동 때 여학생들이 태극기를 들고 만세를 부르고 있는 형상 #역사 #근대문화 #야경",1.0.0,import,0.45,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1268"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,history.cs:1266,#정원|#역사|#근대문화|#전시|#힐링|#공원,0.5,1.0,0.75,0.0,0.0,0.0,0.75,0.0,"광주 경찰충혼탑 경찰충혼답은 광주 사직공원에 위치해 있는 탑으로 높이가 약 14m에 이른다. 광주공원 입구의 계단을 한참 오르다 보면 나타난다. 이 탑은 여순 사건과 한국전쟁 등 당시 국가를 위해 목숨을 바친 광주, 전남출신 순국 경찰관 3,196명의 위패를 봉안하고 있다. 경찰충혼탑은 원래 1956년 전남도청 앞 상무관 정원에 건립되었는데 시간이 지나 탑이 붕괴 위험에 처해졌고, 이것을 1981년 10월 23일 현재의 위치(사구동 177번지)에 이전 건립하여 지금에 이르고 있다. * 경찰충혼탑이 있는 광주 사직공원 * 사직공원은 광주시의 제1호 공원이다. 옛날에는 성거사가 있었으며 일제강점기 때는 일본인들의 신사가 있던 곳인데 현재는 현충각과 광주시립 박물관, 시민관 등이 자리하고 있다.현충탑을 중심으로 한 공터는 노인들의 휴식처로 애용된다. 사직공원은 장수의 상징인 거북이 형상을 하고 있으며, 이곳에는 1974년 새로 설립한 광주시립 국악원과 조선조 이래의 생활도구를 전시한 민속관이 광주시립박물관에 병설되어있다. #정원 #역사 #근대문화 #전시 #힐링 #공원",1.0.0,import,0.6,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1266"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,culture.cs:161,#예술|#공원|#실내|#비오는날,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,"(전) 광주 성거사지 오층석탑 광주천변에 위치한 광주공원은 성거산(聖居山)이라 불리웠다. 여기에 성거사라는 절이 있었다고 한다. 이 절에 있던 5층 석탑이라 하여 전 성거사지 오층석탑이라 명했다. 고려시대에 세워진 것으로 추정되며 보물 제109호로 지정되어 있다. 석탑의 아랫부분은 단층이며, 이 위에 2단으로 나누어 5개의 돌을 맞추고 있다. 이는 이전에 볼 수 없던 고려시대에 흔히 나타나는 특색이다. 지붕돌 밑면의 받침은 4단이고 각 귀퉁이는 모두 약간씩 치켜 올려져 있다. 1961년에 석탑을 다시 고쳐 세울 때 2층 탑신에서 금동으로 만든 집 모양의 사리장치가 발견되었다. 이 석탑과 관련하여 이야기 하나가 전해지고 있다. 성거산의 모양이 거북이처럼 생겨 지명도 구동(龜洞)으로 불리운다. 그런데 거북이가 광주를 떠나는 방향으로 가는 형세여서 광주를 떠나지 못하도록 거북의 등 위치에 성거사를 세우고 거북의 목 부근에는 5층석탑을 세웠다는 이야기다. 당초에 석탑은 꼬리부분에 세우려 했으나 몇 번이고 무너지자 지나가는 승려가 움직이는 꼬리에 세우려하니 무너지는 것이라며 움직이지 못하게 목에 세워야 한다고 해서 현재의 자리에 세워졌다 한다. #예술 #공원 #실내 #비오는날",1.0.0,import,0.4,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=161"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,culture.cs:1253,#예술|#실내|#비오는날,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,"경장각 경장각은 조선인조(仁祖1551∼1627) 때의 문신(文臣)이었던 이신의(李信儀)을 배양하는 곳이다. 이 곳에는 이신의의 유물로 선조왕 친필병풍(親筆屛風)과 거문고가 보존되어 있다. 병풍은 인조가 그의 충절을 가상히하여 선조왕 친필을 하사한 것이며, 거문고는 석탄이 평소 애용하던 거문고이다. 이신의는 정묘호란 때 왕을 대동하여 강화도로 가던 중 병으로 인천에 체류하다가 수원 마정리에서 객사하였다. #예술 #실내 #비오는날",1.0.0,import,0.38,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1253"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,culture.cs:1050,#예술|#전시|#교육|#축제|#실내|#비오는날|#아이동반|#휠체어,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,"광주 미디어아트 플랫폼 2014년 12월 국내에서 처음으로 유네스코 미디어아트 창의도시로 선정된 광주시는 ‘광주 미디어아트 창의도시 마스터플랜’ 수립을 시작으로 미디어아트 창의벨트, 미디어아트 플랫폼 조성, 미디어아트 플랫폼 파사드 콘텐츠 개발, 미디어아트 페스티벌 개최 등 ‘미디어아트’를 통해 예술과 삶의 연결을 주도하는 문화산업 도시로서의 기반을 구축해왔다. 광주미디어아트플랫폼(G.MAP/Gwangju Media Art Platform) 은 광주시의 미디어아트 관련 특성화 정책을 총괄적으로 수행하는 컨트롤 타워로서, 시민과 예술가의 창의 역량을 축적하고 창의적인 도시환경 개선을 통해 예술-과학-산업의 선순환 기능을 주도해 나갈 것이다. G.MAP은 지하 2층, 지상 3층 규모로 건립되었으며, 크게 창작과 전시, 교육 및 교류 공간으로 구분된다. G.MAP은 시민, 예술가, 창의 인력이 만드는 미디어아트 문화 공간, 예술, 기술, 산업이 융합하는 미디어아트 창의 공간, 전 세계 창의도시를 연결하는 교류공간 등 세계를 향한 미디어아트의 허브로서 역할을 해나갈 것이다. ○시설현황 - 주요시설: 전시실, 미디어아트라운지, 창·제작실, 세미나실, 네트워킹실 [출처: 광주미디아트플랫폼 누리집] #예술 #전시 #교육 #축제 #실내 #비오는날 #아이동반 #휠체어",1.0.0,import,0.5,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1050"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,culture.cs:162,#역사|#예술|#실내|#비오는날,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,"광주 자운사 목조아미타래여좌상 및 복장유물 이 불상은 복장품에서 1388년 중수개금한 내용의 기문이 밝혀져 그 이전에 조성되었음을 알 수 있다. 재료의 특성상 목제가 오랫동안 전래되기 어려운 한계가 있다는 것을 감안하면 고려시대에 조성된 목조 불상으로서 중요한 자료이다. 1276년에 제작된 개운사 목조 아미타불좌상을 비롯하여 수국사 목조아미타불좌상, 화성 봉림사 목조아미타불좌상 등 대체로 12세기 말에 제작되었다고 생각되는 일련의 목불좌상들과 같은 계열의 불상이다. 자운사의 복장전적은 대수구다라니(大隨求陀羅尼) 및 주금강경(注金剛經) 등 국내에 처음 소개되는 의미 있는 자료가 다수 있으며, 함께 발견된 복장조성기에 의해 복장이 조성된 절대연대가 확실하여 서지학 분야의 판본 연구는 물론, 불교학의 내용 연구와 미술사의 도상(圖像) 연구에 있어서 중요한 자료적 가치를 지닌 복장 유물로 평가된다. 또한 섬유류의 유물이 존속하기 어려운 우리나라의 기후·환경 조건 등을 고려할 때 자운사 복장직물의 역사적·민속적 가치가 크다. 1611년에 내장된 후령통(候鈴筒)과 팔엽연화(八葉蓮花), 오보병(五寶甁)도 일괄 부속품으로 함께 지정한다. #역사 #예술 #실내 #비오는날",1.0.0,import,0.45,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=162"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,culture.cs:163,#예술|#실내|#비오는날,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,"광주 지산동 오층석탑 광주광역시내에 상당한 거리를 두고 떨어져 있는 2기의 탑 가운데 동쪽에 위치한 것으로 통일신라 후기의 석탑이다. 탑이 서있는 부근은 백주사(栢州寺)터로 알려져 있기도 하나 추정할 만한 자료는 아직 발견되지 않았다. 탑의 구성은 2단의 기단(基壇) 위에 5층의 탑신(塔身)을 세운 형태로 신라석탑의 기본형을 잃지 않고 있다. 탑의 받침대 역할을 하는 기단부는 여러 개의 돌을 짜맞추어 구성하였으며, 탑신부의 몸돌과 지붕돌은 각각 하나의 돌로 이루어졌다. 특히 지붕돌 밑면의 받침이 1층은 5단인데 비해 2층부터는 4단으로 간략화되어, 양식상 만들어진 시대가 통일신라 후기로 내려옴을 알 수 있다. 1955년 해체, 수리할 때 4층 지붕돌 윗면에서 사리장치가 발견되었고 1961년에 다시 수리를 하여 일부 석재를 보완하였다. 광주 전남지방에 남아있는 몇 안 되는 5층석탑 가운데서도 우수한 통일신라 후기의 석탑이다. #예술 #실내 #비오는날",1.0.0,import,0.38,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=163"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,culture.cs:1248,#역사|#전통|#예술|#체험|#교육|#시즌한정|#실내|#비오는날|#아이동반|#주차가능,0.0,0.75,0.75,0.0,1.0,0.0,0.0,0.5,"광주광산문화원 광산문화원은 1965년 2월 25일 창립된 역사와 전통을 자랑하는 문화원이다. 광주광역시 전체면적의 46%에 해당하는 광산구는 광주광역시의 역사와 궤를 같이하고 있을뿐만 아니라 천혜의 경관으로 도시와 농촌이 잘 어우러진 아름다운 곳이다. 광산문화원은 이러한 지리적 여건과 역사성을 살려 지역문화 창달에 앞장서고 있다. 광산문화원의 대표적인 사업으로는 향토사연구를 비롯하여, 민족애국시인인 용아 박용철 전국백일장, 어등미술대전, 문화학교를 운영하고 있다 * 문화사업 * 광산문화원에서는 각계각층의 지역주민의 참여를 기반으로 문화예술교육을 통한 건전한 여가문화 활성화를 위한 문화학교를 운영 중에 있다. 노래, 재즈, 요가, POP, 문학기행 등의 강좌를 운영하고 있으며, 도자기 체험 등 주말가족프로그램도 운영하고 있다. 또한 평소 문학에 관심이 많은 분들에게 자기개발과 자아성취의 장을 마련하고, 문학에 소질이 있는 숨은 인재를 발굴하여 지역문화발전에 기여하고자 용아 박용철 전국백일장을 개최한다 이외에도 방학기간이나 주말에 가족과 함께하는 전통문화체험(한지공예교실, 도자기현장체험교실)을 함으로써 우리전통문화에 대한 이해와 가치관을 함양시키는 전통예술학교를 운영 중이며, 광산지역의 유래, 전설, 인물 등의 향토자료를 조사하는 어등의 맥 사업도 진행 중이다. #역사 #전통 #예술 #체험 #교육 #시즌한정 #실내 #비오는날 #아이동반 #주차가능",1.0.0,import,0.6,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1248"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,food.cs:1183,#로컬푸드|#실내|#비오는날,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,"100족발본점 국내유일 족발보쌈 명인의집 백족발 우리나라 족발의 원조는 장충동 족발입니다. 냉채족발의 원조는 부산이구요. 매운족발의 원조는 창신동입니다. 음식하면 전라도 음식을 으뜸으로 치는데 전라도 족발의 원조가 없더군요. 그래서 2년의 노력끝에 전라도의 맛과 멋, 그리고 푸짐한 인심과 특징을 담아낸 전라도식 족발보쌈음식을 만들었습니다. 이제 백족발에서 전라도 족발보쌈음식을 경험해 보시기 바랍니다. 저희집 시그니쳐 메뉴는 파숙지족보 한상차림입니다. #로컬푸드 #실내 #비오는날",1.0.0,import,0.38,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1183"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
gwangju_tour,food.cs:1304,#로컬푸드|#야경|#실내|#비오는날,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,"1960백선청원모밀 충장로에서 모르는 사람이 없을 정도로 유명한 곳이 바로 1960 청원모밀이다. 1960년부터 모밀국수를 만들고 있는 이곳은 하얀 테이블과 밝은 조명으로 깨끗하게 정리되어 있다. 대표 메뉴인 모밀국수는 시원하고 구수한 맛으로 입맛을 끌어당겨 대중의 입맛을 사로잡는다. 열흘에 한번, 국산 무와 짭조름한 새우젓으로 직접 담근 깍두기는 진한 맛이 돋보인다. #로컬푸드 #야경 #실내 #비오는날",1.0.0,import,0.4,"[{""source"": ""gwangju_tour"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/food.cs?act=view&infoId=1304"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",
